"Cause Name","total_attention_score","weighted_nhits","weighted_attention_score_impact_factor","weighted_n","nhit","measure_id","measure_name","location_id","location_name","sex_id","sex_name","age_id","age_name","cause_id","metric_id","metric_name","year","DALY","upper","lower"
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",95471,"Health System Grouping Levels",3,"Both",22,"All ages",661,1,"Number",2021,5122027.63765642,8064401.94522484,3222831.34419675
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",661,1,"Number",2021,22985.7461135496,35849.6542273781,14423.9019883624
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",44590,"Four World Regions",3,"Both",22,"All ages",661,1,"Number",2021,5120331.92005001,8061690.63244954,3221746.14691089
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",661,1,"Number",2021,36984.4452501971,58768.9846680514,22836.3049543633
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",661,1,"Number",2021,5122014.87159341,8064382.01755928,3222823.36001451
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",4745,NA,3,"Both",22,"All ages",661,1,"Number",2021,329596.303521902,519431.552931074,205540.221485071
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",661,1,"Number",2021,348404.055548284,551118.199079953,215844.548839265
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",661,1,"Number",2021,1029357.39823966,1633088.85721908,642965.012366188
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",661,1,"Number",2021,5121493.16737858,8063555.49880467,3222514.48552334
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",661,1,"Number",2021,686623.593085987,1077589.55005549,427895.262849572
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",661,1,"Number",2021,1248599.23177724,1972128.69584955,782847.779717387
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",661,1,"Number",2021,871629.381810138,1370751.46037388,544302.207511324
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",661,1,"Number",2021,712698.076139068,1115497.42933022,447148.394243896
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",661,1,"Number",2021,968550.886965036,1546101.80097921,599145.232150217
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",661,1,"Number",2021,298714.788382804,464917.621129638,186577.182908446
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",661,1,"Number",2021,5107529.8337742,8042493.54478138,3213816.63580858
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",661,1,"Number",2021,1505555.84968909,2357167.60315625,946288.945878181
"Acne vulgaris",72,1034.90909090909,617.874466403162,48.3790953008344,1096,2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",661,1,"Number",2021,744355.847822839,1168991.69563126,465164.056491957
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",588,1,"Number",2021,53392.2259298946,77117.1704930334,26559.4313210395
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",588,1,"Number",2021,225552.388355507,285925.428852426,163349.245382358
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",588,1,"Number",2021,14269.5536974956,16474.6138578261,12397.3752800704
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",588,1,"Number",2021,32321.2256156431,37023.9970942172,28444.5724931894
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",588,1,"Number",2021,158468.736160174,202048.390317129,107074.856961496
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",588,1,"Number",2021,10419.9870233191,14102.0503946137,6511.34753785638
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",588,1,"Number",2021,46182.3709652387,73298.6422588125,19571.1289881958
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",95471,"Health System Grouping Levels",3,"Both",22,"All ages",588,1,"Number",2021,312127.12799631,393301.674023165,208841.446039322
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",44590,"Four World Regions",3,"Both",22,"All ages",588,1,"Number",2021,311990.506395636,393164.277418135,208680.842372352
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",588,1,"Number",2021,35920.0860047541,51731.2778032902,19364.8782421405
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",588,1,"Number",2021,266.822178363908,399.684482585016,135.706709356033
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",588,1,"Number",2021,40120.7611687736,66310.5873377571,15171.4662352715
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",588,1,"Number",2021,17424.9262099955,28186.3537618796,6351.79184688528
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",588,1,"Number",2021,8649.50226923851,14048.2480473856,5340.75068144781
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",588,1,"Number",2021,58766.3349987653,76340.6180521806,44385.8916555071
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",588,1,"Number",2021,47920.9225152689,54449.008609299,42277.3506069988
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",588,1,"Number",2021,16739.2610411571,19096.4311993252,14401.4756995799
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",588,1,"Number",2021,21340.4927139681,24180.7038795533,18454.2334164884
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",588,1,"Number",2021,312127.1195267,393301.664627031,208841.437706833
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",588,1,"Number",2021,35235.6746143437,59200.7510024099,13249.8336905956
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",588,1,"Number",2021,311778.718392046,392929.732543456,208491.121325836
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",588,1,"Number",2021,38315.889509059,51699.5498377995,21051.091774677
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",588,1,"Number",2021,30501.5240965117,45209.1689880242,15570.5855050976
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",588,1,"Number",2021,312122.606039419,393296.468880116,208838.03215107
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",588,1,"Number",2021,6930.5939083637,8094.71916247636,5903.73632768931
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",588,1,"Number",2021,189782.879842207,253124.153593281,119800.927073691
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",4745,NA,3,"Both",22,"All ages",588,1,"Number",2021,8846.75901314272,12485.164870849,5516.64686229843
"Acute glomerulonephritis",4,0.013953488372093,0.573023255813954,0.0186046511627907,3,2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",588,1,"Number",2021,199.12762439317,247.869218671025,157.366105005624
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",400,1,"Number",2021,1550682.82155117,1923636.79178438,1241823.09670433
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",400,1,"Number",2021,46502.8689740052,58271.0334245697,36887.9965967185
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",400,1,"Number",2021,38882.3229153272,48722.0415312985,31008.1294928308
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",400,1,"Number",2021,2820369.51606826,3889537.69317447,2094464.83976595
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",400,1,"Number",2021,856589.811175041,1113028.64741996,645445.495226663
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",400,1,"Number",2021,295001.785136268,358944.184442973,249860.103762422
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",400,1,"Number",2021,1017842.22595125,1341390.55154487,768418.258339837
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",95471,"Health System Grouping Levels",3,"Both",22,"All ages",400,1,"Number",2021,4226413.31969382,5557244.28488542,3340666.80312108
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",400,1,"Number",2021,2387833.00820564,3331272.82663737,1823001.57630801
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",400,1,"Number",2021,11388.3123685565,14117.0971358856,9075.44254877388
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",400,1,"Number",2021,486982.503749754,574613.691497169,416904.678051157
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",400,1,"Number",2021,728.11827513669,999.753202459484,511.651675592607
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",400,1,"Number",2021,4226411.89498198,5557242.865358,3340665.51781486
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",44590,"Four World Regions",3,"Both",22,"All ages",400,1,"Number",2021,4226215.34136128,5557057.96921603,3340490.3271448
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",400,1,"Number",2021,2426901.43931759,3379229.09137334,1800923.66928368
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",4745,NA,3,"Both",22,"All ages",400,1,"Number",2021,321556.776858483,459179.477268156,218071.119140043
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",400,1,"Number",2021,466794.335006562,646114.793374157,305914.658290859
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",400,1,"Number",2021,4226295.77161143,5557120.82724067,3340570.89596477
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",400,1,"Number",2021,54675.6269750601,70394.2951678153,42157.4145862119
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",400,1,"Number",2021,70371.3427071647,90692.9358750521,54771.2247262056
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",400,1,"Number",2021,4224698.17803044,5555825.48347019,3339093.98126601
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",400,1,"Number",2021,149167.933768304,180787.627402241,125283.290361458
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",400,1,"Number",2021,1925448.06205724,2662947.93080459,1455287.86790606
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",400,1,"Number",2021,326691.197115897,445583.617420759,246084.898938204
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",400,1,"Number",2021,45497.9858095056,60565.2962286409,33657.5986394081
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",400,1,"Number",2021,1291676.52960056,1777930.24887725,968587.016690455
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",400,1,"Number",2021,17531.7798645007,23375.6870943797,12795.8541915647
"Acute hepatitis",4,0,0.573023255813954,0.0186046511627907,0,2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",400,1,"Number",2021,805445.167292655,946375.2621165,673288.75642612
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",401,1,"Number",2021,549095.505466731,852044.49678566,378849.694511064
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",401,1,"Number",2021,28623.0230810488,37635.0606038457,21606.432775537
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",401,1,"Number",2021,14865.2693180097,20628.7440265189,10557.4783303145
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",401,1,"Number",2021,221402.331858908,407273.565290038,137661.406174412
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",401,1,"Number",2021,1334913.80250636,2273937.49634738,859217.909210377
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",401,1,"Number",2021,114284.28803935,174148.859328382,76000.5183875336
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",401,1,"Number",2021,260235.999292551,454764.212727082,170041.867215387
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",95471,"Health System Grouping Levels",3,"Both",22,"All ages",401,1,"Number",2021,1816690.30406895,2791605.92525851,1274803.04114673
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",401,1,"Number",2021,1168191.23445342,1988168.5066108,763369.997005895
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",401,1,"Number",2021,3943.54035380934,5014.68037538828,3098.293783083
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",401,1,"Number",2021,170244.726543593,239597.783421818,122566.955992732
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",401,1,"Number",2021,487.724761333649,681.510558867865,323.540483870273
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",401,1,"Number",2021,1816689.58122215,2791605.2022134,1274802.23228514
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",44590,"Four World Regions",3,"Both",22,"All ages",401,1,"Number",2021,1816573.09578068,2791491.67840028,1274683.94985875
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",401,1,"Number",2021,1248490.14106517,2192976.51487782,790103.362930415
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",4745,NA,3,"Both",22,"All ages",401,1,"Number",2021,79287.0836193288,131007.050905277,51247.9895964855
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",401,1,"Number",2021,102724.057698523,185038.258643929,60010.8918768296
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",401,1,"Number",2021,1816630.93575836,2791550.27891129,1274739.67190551
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",401,1,"Number",2021,29623.5318159124,40004.8830191248,20825.284925665
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",401,1,"Number",2021,40679.1786987791,54593.3351713816,29234.7980180946
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",401,1,"Number",2021,1815992.14541197,2790935.23178763,1274047.21948588
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",401,1,"Number",2021,50753.6512291008,71628.3537382174,36978.1532431027
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",401,1,"Number",2021,962304.715420908,1637839.32932073,634966.816641895
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",401,1,"Number",2021,105255.779353069,151831.59958929,67892.3442589183
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",401,1,"Number",2021,28481.9031866728,38796.7695271539,19677.9593046659
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",401,1,"Number",2021,522363.637285543,809197.453689766,347328.22682213
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",401,1,"Number",2021,10590.1641182549,14769.2052348783,7152.81164409477
"Acute hepatitis A",2,0,0.286511627906977,0.00930232558139535,0,2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",401,1,"Number",2021,251644.768317486,437068.941712096,173243.174139217
"Acute hepatitis B",0,0,0,0,0,2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",402,1,"Number",2021,820698.122520321,1037208.64088786,620258.751467939
"Acute hepatitis B",0,0,0,0,0,2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",402,1,"Number",2021,21074.7729493788,27818.0158687274,16472.1737286007
"Acute hepatitis B",0,0,0,0,0,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",402,1,"Number",2021,12943.764567892,15607.0827272414,10995.2474557864
"Acute hepatitis B",0,0,0,0,0,2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",402,1,"Number",2021,537684.221945105,739891.106143615,378184.89652364
